SHIPMENT_NUMBER,CARRIER_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,on_time_estimation
SEZHUK-231215-274598,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-16 03:30:00+00:00,2023-12-16 04:30:00+00:00,2023-12-16 14:43:00+00:00,2023-12-16 15:13:00+00:00,True
SEZHUK-231215-274599,CAUK000192,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-18 13:32:00+00:00,2023-12-18 14:32:00+00:00,2023-12-19 07:00:00+00:00,2023-12-19 08:00:00+00:00,True
SEZHUK-231215-274600,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-16 04:00:00+00:00,2023-12-16 05:00:00+00:00,2023-12-16 15:13:00+00:00,2023-12-16 15:43:00+00:00,False
SEZHUK-231215-274601,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-16 09:00:00+00:00,2023-12-16 10:00:00+00:00,2023-12-16 20:13:00+00:00,2023-12-16 20:43:00+00:00,False
SEZHUK-231215-274604,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-16 02:30:00+00:00,2023-12-16 03:30:00+00:00,2023-12-16 13:43:00+00:00,2023-12-16 14:13:00+00:00,False
SEZHUK-231215-274608,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-16 08:00:00+00:00,2023-12-16 09:00:00+00:00,2023-12-16 19:13:00+00:00,2023-12-16 19:43:00+00:00,False
SEZHUK-231215-274609,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-16 16:30:00+00:00,2023-12-16 17:30:00+00:00,2023-12-17 01:30:00+00:00,2023-12-17 02:30:00+00:00,True
SEZHUK-231215-274610,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-17 07:00:00+00:00,2023-12-17 08:00:00+00:00,2023-12-17 13:30:00+00:00,2023-12-17 14:00:00+00:00,False
SEZHUK-231215-274611,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-17 06:00:00+00:00,2023-12-17 07:00:00+00:00,2023-12-17 12:30:00+00:00,2023-12-17 13:00:00+00:00,False
SEZHUK-231215-274612,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-17 17:00:00+00:00,2023-12-17 18:00:00+00:00,2023-12-17 21:30:00+00:00,2023-12-17 22:00:00+00:00,False
SEZHUK-231215-274614,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-17 16:00:00+00:00,2023-12-17 17:00:00+00:00,2023-12-17 22:00:00+00:00,2023-12-17 22:30:00+00:00,False
SEZHUK-231215-274617,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-17 18:30:00+00:00,2023-12-17 19:30:00+00:00,2023-12-18 01:00:00+00:00,2023-12-18 01:30:00+00:00,False
SEZHUK-231215-274618,CAUK000214,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-17 19:00:00+00:00,2023-12-17 20:00:00+00:00,2023-12-18 01:30:00+00:00,2023-12-18 02:00:00+00:00,False
SEZHUK-231215-274622,CAUK000899,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-17 14:00:00+00:00,2023-12-17 15:00:00+00:00,2023-12-17 20:30:00+00:00,2023-12-17 21:00:00+00:00,False
SEZHUK-231215-274624,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-16 18:00:00+00:00,2023-12-16 19:00:00+00:00,2023-12-17 03:30:00+00:00,2023-12-17 04:30:00+00:00,False
SEZHUK-231215-274625,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-16 19:30:00+00:00,2023-12-16 20:30:00+00:00,2023-12-17 06:00:00+00:00,2023-12-17 07:00:00+00:00,False
SEZHUK-231215-274628,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,ST4 4FA,53.501398,-2.64202,52.983393,-2.181287,2023-12-16 10:00:00+00:00,2023-12-16 10:30:00+00:00,2023-12-16 10:00:00+00:00,2023-12-16 10:30:00+00:00,True
SEZHUK-231215-274629,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-18 05:02:00+00:00,2023-12-18 06:02:00+00:00,2023-12-18 11:30:00+00:00,2023-12-18 12:00:00+00:00,False
SEZHUK-231215-274632,CAUK000214,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-17 20:00:00+00:00,2023-12-17 21:00:00+00:00,2023-12-17 20:00:00+00:00,2023-12-17 21:00:00+00:00,False
SEZHUK-231215-274639,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,ST4 4FA,53.501398,-2.64202,52.983393,-2.181287,2023-12-16 10:00:00+00:00,2023-12-16 10:30:00+00:00,2023-12-16 10:00:00+00:00,2023-12-16 10:30:00+00:00,False
SEZHUK-231215-274642,CAUK000023,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-18 14:02:00+00:00,2023-12-18 15:02:00+00:00,2023-12-18 20:30:00+00:00,2023-12-18 21:00:00+00:00,True
SEZHUK-231215-274647,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-18 22:02:00+00:00,2023-12-18 23:02:00+00:00,2023-12-19 04:30:00+00:00,2023-12-19 05:00:00+00:00,False
SEZHUK-231215-274654,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-18 20:32:00+00:00,2023-12-18 21:32:00+00:00,2023-12-19 03:00:00+00:00,2023-12-19 03:30:00+00:00,False
SEZHUK-231215-274657,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-18 07:02:00+00:00,2023-12-18 08:02:00+00:00,2023-12-18 13:30:00+00:00,2023-12-18 14:00:00+00:00,True
SEZHUK-231215-274660,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-18 08:32:00+00:00,2023-12-18 09:32:00+00:00,2023-12-18 15:00:00+00:00,2023-12-18 15:30:00+00:00,False
SEZHUK-231215-274661,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-17 05:30:00+00:00,2023-12-17 06:30:00+00:00,2023-12-17 12:00:00+00:00,2023-12-17 12:30:00+00:00,False
SEZHUK-231215-274664,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-18 02:02:00+00:00,2023-12-18 03:02:00+00:00,2023-12-18 08:30:00+00:00,2023-12-18 09:00:00+00:00,False
SEZHUK-231215-274666,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-16 19:00:00+00:00,2023-12-16 20:00:00+00:00,2023-12-17 06:00:00+00:00,2023-12-17 07:00:00+00:00,False
SEZHUK-231216-274697,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-18 06:00:00+00:00,2023-12-18 06:30:00+00:00,2023-12-18 18:00:00+00:00,2023-12-18 18:30:00+00:00,True
SEZHUK-231216-274698,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-18 11:00:00+00:00,2023-12-18 11:30:00+00:00,2023-12-18 23:00:00+00:00,2023-12-18 23:30:00+00:00,True
SEZHUK-231216-274737,CAUK000863,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-17 01:20:00+00:00,2023-12-17 03:00:00+00:00,2023-12-17 07:51:00+00:00,2023-12-17 09:51:00+00:00,False
SEZHUK-231216-274742,CAUK000660,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2023-12-17 16:20:00+00:00,2023-12-17 18:00:00+00:00,2023-12-18 06:00:00+00:00,2023-12-18 08:00:00+00:00,True
SEZHUK-231216-274748,CAUK000689,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2023-12-18 00:01:00+00:00,2023-12-18 01:41:00+00:00,2023-12-18 06:56:00+00:00,2023-12-18 10:07:00+00:00,False
SEZHUK-231216-274752,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2023-12-18 00:01:00+00:00,2023-12-18 01:41:00+00:00,2023-12-18 07:35:00+00:00,2023-12-18 09:35:00+00:00,False
SEZHUK-231216-274761,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,LE19 1WY,LE19 1WY,52.601576,-1.18816,52.601576,-1.18816,2023-12-20 03:30:00+00:00,2023-12-20 03:30:00+00:00,2023-12-20 21:30:00+00:00,2023-12-20 22:00:00+00:00,True
SEZHUK-231216-274763,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,LE19 1WY,LE19 1WY,52.601576,-1.18816,52.601576,-1.18816,2023-12-20 03:15:00+00:00,2023-12-20 03:15:00+00:00,2023-12-20 21:30:00+00:00,2023-12-20 22:00:00+00:00,True
SEZHUK-231216-274769,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,LE19 1WY,LE19 1WY,52.601576,-1.18816,52.601576,-1.18816,2023-12-20 03:00:00+00:00,2023-12-20 03:00:00+00:00,2023-12-20 21:30:00+00:00,2023-12-20 22:00:00+00:00,True
SEZHUK-231216-274781,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,LE19 1WY,LE19 1WY,52.601576,-1.18816,52.601576,-1.18816,2023-12-19 03:15:00+00:00,2023-12-19 03:15:00+00:00,2023-12-19 21:30:00+00:00,2023-12-19 22:00:00+00:00,True
SEZHUK-231216-274785,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ST4 4FA,ST4 4FA,52.983393,-2.181287,52.983393,-2.181287,2023-12-22 06:00:00+00:00,2023-12-22 06:30:00+00:00,2023-12-22 22:30:00+00:00,2023-12-22 23:00:00+00:00,True
SEZHUK-231216-274788,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,LE19 1WY,LE19 1WY,52.601576,-1.18816,52.601576,-1.18816,2023-12-19 03:45:00+00:00,2023-12-19 03:45:00+00:00,2023-12-19 21:30:00+00:00,2023-12-19 22:00:00+00:00,True
SEZHUK-231216-274798,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ST4 4FA,ST4 4FA,52.983393,-2.181287,52.983393,-2.181287,2023-12-21 03:30:00+00:00,2023-12-21 03:30:00+00:00,2023-12-21 03:30:00+00:00,2023-12-21 04:00:00+00:00,False
SEZHUK-231216-274799,CAUK000431,Tractor Unit,Curtain-Side 13.6M Trailer,ST4 4FA,ST4 4FA,52.983393,-2.181287,52.983393,-2.181287,2023-12-20 06:00:00+00:00,2023-12-20 06:00:00+00:00,2023-12-20 22:30:00+00:00,2023-12-20 23:00:00+00:00,True
SEZHUK-231216-274802,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ST4 4FA,ST4 4FA,52.983393,-2.181287,52.983393,-2.181287,2023-12-20 05:15:00+00:00,2023-12-20 05:15:00+00:00,2023-12-20 22:30:00+00:00,2023-12-20 23:00:00+00:00,True
SEZHUK-231216-274806,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ST4 4FA,ST4 4FA,52.983393,-2.181287,52.983393,-2.181287,2023-12-20 04:00:00+00:00,2023-12-20 04:00:00+00:00,2023-12-20 22:30:00+00:00,2023-12-20 23:00:00+00:00,True
SEZHUK-231216-274808,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ST4 4FA,ST4 4FA,52.983393,-2.181287,52.983393,-2.181287,2023-12-19 06:00:00+00:00,2023-12-19 06:30:00+00:00,2023-12-19 22:30:00+00:00,2023-12-19 23:00:00+00:00,True
SEZHUK-231216-274813,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,ST4 4FA,ST4 4FA,52.983393,-2.181287,52.983393,-2.181287,2023-12-19 06:00:00+00:00,2023-12-19 06:00:00+00:00,2023-12-19 22:30:00+00:00,2023-12-19 23:00:00+00:00,False
SEZHUK-231216-274819,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,OL16 4NZ,ST4 4FA,53.602351,-2.126989,52.983393,-2.181287,2023-12-18 10:00:00+00:00,2023-12-18 10:30:00+00:00,2023-12-18 16:30:00+00:00,2023-12-18 17:00:00+00:00,True
SEZHUK-231216-274828,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,BB5 5YJ,ST4 4FA,53.789353,-2.342379,52.983393,-2.181287,2023-12-18 10:00:00+00:00,2023-12-18 10:30:00+00:00,2023-12-18 16:30:00+00:00,2023-12-18 17:00:00+00:00,False
SEZHUK-231216-274831,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,ST4 4FA,53.634051,-2.1142,52.983393,-2.181287,2023-12-18 10:00:00+00:00,2023-12-18 10:30:00+00:00,2023-12-18 16:30:00+00:00,2023-12-18 17:00:00+00:00,True
SEZHUK-231217-274882,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FF,DN3 3FF,53.537695,-1.031761,53.537695,-1.031761,2023-12-18 06:00:00+00:00,2023-12-18 07:00:00+00:00,2023-12-18 17:00:00+00:00,2023-12-18 18:00:00+00:00,True
SEZHUK-231217-274884,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-19 06:00:00+00:00,2023-12-19 07:00:00+00:00,2023-12-19 17:00:00+00:00,2023-12-19 18:00:00+00:00,True
SEZHUK-231217-274885,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-20 06:00:00+00:00,2023-12-20 07:00:00+00:00,2023-12-20 17:00:00+00:00,2023-12-20 18:00:00+00:00,True
SEZHUK-231217-274886,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-21 06:00:00+00:00,2023-12-21 07:00:00+00:00,2023-12-21 17:00:00+00:00,2023-12-21 18:00:00+00:00,True
SEZHUK-231217-274889,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-20 06:00:00+00:00,2023-12-20 07:00:00+00:00,2023-12-20 17:00:00+00:00,2023-12-20 18:00:00+00:00,True
SEZHUK-231217-274890,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-21 06:00:00+00:00,2023-12-21 07:00:00+00:00,2023-12-21 17:00:00+00:00,2023-12-21 18:00:00+00:00,True
SEZHUK-231217-274893,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-22 06:00:00+00:00,2023-12-22 07:00:00+00:00,2023-12-22 17:00:00+00:00,2023-12-22 18:00:00+00:00,True
SEZHUK-231217-274937,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2023-12-18 21:20:00+00:00,2023-12-18 23:00:00+00:00,2023-12-19 06:00:00+00:00,2023-12-19 08:56:00+00:00,False
SEZHUK-231217-274942,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2023-12-19 01:20:00+00:00,2023-12-19 03:00:00+00:00,2023-12-19 08:15:00+00:00,2023-12-19 12:22:00+00:00,True
SEZHUK-231217-274945,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.764125,-1.740145,51.659325,-0.021793,2023-12-18 22:19:00+00:00,2023-12-19 01:00:00+00:00,2023-12-19 06:00:00+00:00,2023-12-19 08:55:00+00:00,True
SEZHUK-231217-274947,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2023-12-19 01:20:00+00:00,2023-12-19 03:00:00+00:00,2023-12-19 08:15:00+00:00,2023-12-19 12:22:00+00:00,True
SEZHUK-231217-274955,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2023-12-19 21:20:00+00:00,2023-12-19 23:00:00+00:00,2023-12-20 06:00:00+00:00,2023-12-20 08:56:00+00:00,False
SEZHUK-231217-274957,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2023-12-18 01:20:00+00:00,2023-12-18 03:00:00+00:00,2023-12-18 08:15:00+00:00,2023-12-18 12:22:00+00:00,True
SEZHUK-231217-274958,CAUK000618,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2023-12-19 00:20:00+00:00,2023-12-19 02:00:00+00:00,2023-12-19 07:37:00+00:00,2023-12-19 10:33:00+00:00,False
SEZHUK-231217-274961,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.764125,-1.740145,51.659325,-0.021793,2023-12-19 22:19:00+00:00,2023-12-20 01:00:00+00:00,2023-12-20 06:00:00+00:00,2023-12-20 08:55:00+00:00,False
SEZHUK-231217-274963,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2023-12-18 22:19:00+00:00,2023-12-19 01:00:00+00:00,2023-12-19 06:54:00+00:00,2023-12-19 09:50:00+00:00,False
SEZHUK-231217-274981,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2023-12-21 01:20:00+00:00,2023-12-21 03:00:00+00:00,2023-12-21 08:15:00+00:00,2023-12-21 12:22:00+00:00,True
SEZHUK-231217-274982,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2023-12-21 01:20:00+00:00,2023-12-21 03:00:00+00:00,2023-12-21 08:15:00+00:00,2023-12-21 12:22:00+00:00,True
SEZHUK-231217-274987,CAUK000660,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2023-12-20 14:20:00+00:00,2023-12-20 16:00:00+00:00,2023-12-21 06:00:00+00:00,2023-12-21 08:56:00+00:00,True
SEZHUK-231217-274989,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2023-12-20 13:20:00+00:00,2023-12-20 15:00:00+00:00,2023-12-21 06:00:00+00:00,2023-12-21 09:41:00+00:00,True
SEZHUK-231217-274995,CAUK000863,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-22 01:20:00+00:00,2023-12-22 03:00:00+00:00,2023-12-22 07:51:00+00:00,2023-12-22 10:46:00+00:00,False
SEZHUK-231217-275000,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.764125,-1.740145,51.659325,-0.021793,2023-12-21 22:19:00+00:00,2023-12-22 01:00:00+00:00,2023-12-22 06:00:00+00:00,2023-12-22 08:55:00+00:00,True
SEZHUK-231217-275004,CAUK000660,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2023-12-19 14:20:00+00:00,2023-12-19 16:00:00+00:00,2023-12-20 06:00:00+00:00,2023-12-20 08:56:00+00:00,False
SEZHUK-231217-275006,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2023-12-20 22:19:00+00:00,2023-12-21 01:00:00+00:00,2023-12-21 06:54:00+00:00,2023-12-21 09:50:00+00:00,True
SEZHUK-231217-275007,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.764125,-1.740145,51.659325,-0.021793,2023-12-20 22:19:00+00:00,2023-12-21 01:00:00+00:00,2023-12-21 06:00:00+00:00,2023-12-21 08:55:00+00:00,False
SEZHUK-231217-275012,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2023-12-20 01:20:00+00:00,2023-12-20 03:00:00+00:00,2023-12-20 08:15:00+00:00,2023-12-20 12:22:00+00:00,True
SEZHUK-231217-275014,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2023-12-21 13:20:00+00:00,2023-12-21 15:00:00+00:00,2023-12-22 06:00:00+00:00,2023-12-22 09:41:00+00:00,True
SEZHUK-231217-275016,CAUK000618,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-22 00:20:00+00:00,2023-12-22 02:00:00+00:00,2023-12-22 06:51:00+00:00,2023-12-22 09:46:00+00:00,False
SEZHUK-231217-275020,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-21 14:20:00+00:00,2023-12-21 16:00:00+00:00,2023-12-22 05:00:00+00:00,2023-12-22 07:56:00+00:00,True
SEZHUK-231217-275032,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2023-12-20 01:20:00+00:00,2023-12-20 03:00:00+00:00,2023-12-20 08:15:00+00:00,2023-12-20 12:22:00+00:00,True
SEZHUK-231217-275033,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2023-12-22 01:20:00+00:00,2023-12-22 03:00:00+00:00,2023-12-22 08:15:00+00:00,2023-12-22 12:22:00+00:00,True
SEZHUK-231217-275034,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2023-12-22 01:20:00+00:00,2023-12-22 03:00:00+00:00,2023-12-22 08:15:00+00:00,2023-12-22 12:22:00+00:00,False
SEZHUK-231217-275040,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2023-12-23 01:20:00+00:00,2023-12-23 03:00:00+00:00,2023-12-23 08:15:00+00:00,2023-12-23 12:22:00+00:00,True
SEZHUK-231217-275041,CAUK000863,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-23 01:20:00+00:00,2023-12-23 03:00:00+00:00,2023-12-23 07:51:00+00:00,2023-12-23 10:46:00+00:00,False
SEZHUK-231217-275049,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-22 14:20:00+00:00,2023-12-22 16:00:00+00:00,2023-12-23 05:00:00+00:00,2023-12-23 07:56:00+00:00,False
SEZHUK-231217-275050,CAUK000660,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2023-12-22 14:20:00+00:00,2023-12-22 16:00:00+00:00,2023-12-23 06:00:00+00:00,2023-12-23 08:56:00+00:00,True
SEZHUK-231217-275058,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2023-12-19 13:20:00+00:00,2023-12-19 15:00:00+00:00,2023-12-20 06:00:00+00:00,2023-12-20 08:00:00+00:00,True
SEZHUK-231217-275059,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.764125,-1.740145,51.659325,-0.021793,2023-12-22 22:19:00+00:00,2023-12-23 01:00:00+00:00,2023-12-23 06:00:00+00:00,2023-12-23 08:55:00+00:00,False
SEZHUK-231218-275107,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,BT36 7LQ,53.293393,-1.074008,54.664518,-5.932184,2023-12-19 04:00:00+00:00,2023-12-19 04:59:00+00:00,2023-12-21 06:55:00+00:00,2023-12-21 07:25:00+00:00,True
SEZHUK-231218-275113,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,ASHBOURNE,53.293393,-1.074008,53.52341,-6.410445,2023-12-19 06:00:00+00:00,2023-12-19 06:59:00+00:00,2023-12-21 05:55:00+00:00,2023-12-21 06:25:00+00:00,True
SEZHUK-231218-275114,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NEWBRIDGE,53.293393,-1.074008,53.177772,-6.79517,2023-12-19 06:00:00+00:00,2023-12-19 06:59:00+00:00,2023-12-21 10:55:00+00:00,2023-12-21 11:25:00+00:00,True
SEZHUK-231218-275118,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,WS12 1NR,53.537133,-1.037405,52.703735,-1.983264,2023-12-20 06:00:00+00:00,2023-12-20 19:00:00+00:00,2023-12-21 08:32:00+00:00,2023-12-21 09:00:00+00:00,False
SEZHUK-231218-275130,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,RG24 8PD,IG11 0DS,51.279249,-1.072926,51.515717,0.100453,2023-12-19 10:00:00+00:00,2023-12-19 10:30:00+00:00,2023-12-19 13:30:00+00:00,2023-12-19 14:00:00+00:00,False
